13384.0000000000 1986.6433949350 -0.1400259857954E-05  0.6954998537123E-10 -0.1400190307968E-05  0.4896806133797E-10 [GSN   2  2 19860824     ]
13394.0000000000 1986.6707734428 -0.1400250727448E-05 -0.1866677752491E-09 -0.1400437395223E-05  0.3649552866714E-10 [GSN   2  2 19860903     ]
13404.0000000000 1986.6981519507 -0.1400242038870E-05 -0.3951556197486E-09 -0.1400637194490E-05  0.4406045093438E-10 [GSN   2  2 19860913     ]
13414.0000000000 1986.7255304586 -0.1400234130995E-05 -0.1763983625477E-09 -0.1400410529357E-05  0.3370467801642E-10 [GSN   2  2 19860923     ]
13424.0000000000 1986.7529089665 -0.1400227303535E-05 -0.1431258362015E-09 -0.1400370429371E-05  0.3058292195703E-10 [GSN   2  2 19861003     ]
13434.0000000000 1986.7802874743 -0.1400221800734E-05 -0.9706618820013E-10 -0.1400318866922E-05  0.2639719040922E-10 [GSN   2  2 19861013     ]
13444.0000000000 1986.8076659822 -0.1400217799358E-05 -0.2334699043600E-09 -0.1400451269262E-05  0.3110474969528E-10 [GSN   2  2 19861023     ]
13454.0000000000 1986.8350444901 -0.1400215402002E-05  0.2723163124199E-09 -0.1399943085690E-05  0.6128858022626E-10 [GSN   2  2 19861102     ]
13464.0000000000 1986.8624229979 -0.1400214636092E-05  0.4549453543522E-10 -0.1400169141557E-05  0.3181939473424E-10 [GSN   2  2 19861112     ]
13474.0000000000 1986.8898015058 -0.1400215458359E-05  0.3695910972484E-10 -0.1400178499249E-05  0.3779297570452E-10 [GSN   2  2 19861122     ]
13484.0000000000 1986.9171800137 -0.1400217764046E-05  0.2194138510450E-09 -0.1399998350194E-05  0.3475370922044E-10 [GSN   2  2 19861202     ]
13494.0000000000 1986.9445585216 -0.1400221399635E-05  0.9437673205279E-10 -0.1400127022903E-05  0.1739904439250E-10 [GSN   2  2 19861212     ]
13504.0000000000 1986.9719370294 -0.1400226177596E-05  0.8605502623562E-10 -0.1400140122570E-05  0.1698860767943E-10 [GSN   2  2 19861222     ]
13514.0000000000 1986.9993155373 -0.1400231891516E-05  0.2787876049853E-09 -0.1399953103911E-05  0.1773901355069E-10 [GSN   2  2 19870101     ]
13524.0000000000 1987.0266940452 -0.1400238330039E-05  0.1631246160161E-09 -0.1400075205423E-05  0.1189522628137E-10 [GSN   2  2 19870111     ]
13534.0000000000 1987.0540725530 -0.1400245288287E-05 -0.9218430061663E-10 -0.1400337472588E-05  0.1792044341657E-10 [GSN   2  2 19870121     ]
13544.0000000000 1987.0814510609 -0.1400252575816E-05 -0.1355322962799E-09 -0.1400388108112E-05  0.4168550044447E-10 [GSN   2  2 19870131     ]
13554.0000000000 1987.1088295688 -0.1400260020645E-05 -0.1827575602368E-09 -0.1400442778205E-05  0.2080293179880E-10 [GSN   2  2 19870210     ]
13564.0000000000 1987.1362080767 -0.1400267469433E-05  0.4433911054980E-10 -0.1400223130322E-05  0.2006237731658E-10 [GSN   2  2 19870220     ]
13574.0000000000 1987.1635865845 -0.1400274784370E-05  0.2080827749816E-09 -0.1400066701595E-05  0.3006458763924E-10 [GSN   2  2 19870302     ]
13584.0000000000 1987.1909650924 -0.1400281837773E-05 -0.2008541373857E-09 -0.1400482691910E-05  0.3261100569996E-10 [GSN   2  2 19870312     ]
13594.0000000000 1987.2183436003 -0.1400288505658E-05 -0.2022867442262E-10 -0.1400308734332E-05  0.3724343251848E-10 [GSN   2  2 19870322     ]
13604.0000000000 1987.2457221081 -0.1400294661676E-05  0.2206043693286E-09 -0.1400074057307E-05  0.4090515628432E-10 [GSN   2  2 19870401     ]
13614.0000000000 1987.2731006160 -0.1400300172736E-05  0.3203728474695E-09 -0.1399979799888E-05  0.3567964833868E-10 [GSN   2  2 19870411     ]
13624.0000000000 1987.3004791239 -0.1400304897388E-05 -0.4670785949064E-10 -0.1400351605247E-05  0.1404725254426E-10 [GSN   2  2 19870421     ]
13634.0000000000 1987.3278576318 -0.1400308687682E-05 -0.8465889071662E-10 -0.1400393346572E-05  0.3016999847652E-10 [GSN   2  2 19870501     ]
13644.0000000000 1987.3552361396 -0.1400311394699E-05  0.1573166342868E-09 -0.1400154078064E-05  0.3110674857665E-10 [GSN   2  2 19870511     ]
13654.0000000000 1987.3826146475 -0.1400312877474E-05 -0.5492931904055E-10 -0.1400367806793E-05  0.4421064257644E-10 [GSN   2  2 19870521     ]
13664.0000000000 1987.4099931554 -0.1400313014509E-05 -0.3144357550175E-09 -0.1400627450264E-05  0.3486834667455E-10 [GSN   2  2 19870531     ]
13674.0000000000 1987.4373716632 -0.1400311716662E-05  0.1052614593926E-09 -0.1400206455202E-05  0.2940496175445E-10 [GSN   2  2 19870610     ]
13684.0000000000 1987.4647501711 -0.1400308939967E-05  0.5519954747724E-09 -0.1399756944492E-05  0.3041333239323E-10 [GSN   2  2 19870620     ]
13694.0000000000 1987.4921286790 -0.1400304696782E-05 -0.8562908331834E-10 -0.1400390325865E-05  0.2854986613927E-10 [GSN   2  2 19870630     ]
13704.0000000000 1987.5195071869 -0.1400299063797E-05  0.8916173251522E-10 -0.1400209902065E-05  0.4032792227358E-10 [GSN   2  2 19870710     ]
13714.0000000000 1987.5468856947 -0.1400292185680E-05  0.2335294298392E-10 -0.1400268832737E-05  0.3985109001836E-10 [GSN   2  2 19870720     ]
13724.0000000000 1987.5742642026 -0.1400284273549E-05  0.4595525709155E-10 -0.1400238318292E-05  0.2397335317790E-10 [GSN   2  2 19870730     ]
13734.0000000000 1987.6016427105 -0.1400275598013E-05  0.9376621416841E-10 -0.1400181831798E-05  0.5258976892664E-10 [GSN   2  2 19870809     ]
13744.0000000000 1987.6290212183 -0.1400266477043E-05 -0.4094640034728E-09 -0.1400675941047E-05  0.9240321272796E-10 [GSN   2  2 19870819     ]
13754.0000000000 1987.6563997262 -0.1400257259552E-05  0.1059851494499E-10 -0.1400246661037E-05  0.3932768469830E-10 [GSN   2  2 19870829     ]
13764.0000000000 1987.6837782341 -0.1400248305958E-05 -0.3007826852323E-11 -0.1400251313784E-05  0.2892200171051E-10 [GSN   2  2 19870908     ]
13774.0000000000 1987.7111567420 -0.1400239967398E-05  0.4173326425944E-10 -0.1400198234134E-05  0.6265431280234E-10 [GSN   2  2 19870918     ]
13784.0000000000 1987.7385352498 -0.1400232565394E-05  0.3049941711357E-09 -0.1399927571223E-05  0.3803587704564E-10 [GSN   2  2 19870928     ]
13794.0000000000 1987.7659137577 -0.1400226373728E-05 -0.4152502670763E-10 -0.1400267898755E-05  0.7290448456319E-10 [GSN   2  2 19871008     ]
13804.0000000000 1987.7932922656 -0.1400221604089E-05  0.1405093021357E-09 -0.1400081094787E-05  0.4533501003527E-10 [GSN   2  2 19871018     ]
13814.0000000000 1987.8206707734 -0.1400218396640E-05  0.1671631293827E-09 -0.1400051233511E-05  0.2084778377479E-10 [GSN   2  2 19871028     ]
13824.0000000000 1987.8480492813 -0.1400216816163E-05  0.7181836601623E-10 -0.1400144997797E-05  0.3671864031379E-10 [GSN   2  2 19871107     ]
13834.0000000000 1987.8754277892 -0.1400216853857E-05  0.6863853024383E-10 -0.1400148215326E-05  0.2643277721541E-10 [GSN   2  2 19871117     ]
13844.0000000000 1987.9028062971 -0.1400218434305E-05 -0.1347965434723E-09 -0.1400353230849E-05  0.3860352867814E-10 [GSN   2  2 19871127     ]
13854.0000000000 1987.9301848049 -0.1400221426617E-05 -0.1129970198327E-09 -0.1400334423637E-05  0.1800421033025E-10 [GSN   2  2 19871207     ]
13864.0000000000 1987.9575633128 -0.1400225658362E-05 -0.2210399264975E-09 -0.1400446698288E-05  0.2252426539872E-10 [GSN   2  2 19871217     ]
13874.0000000000 1987.9849418207 -0.1400230930716E-05  0.1240884147449E-09 -0.1400106842301E-05  0.1679065249302E-10 [GSN   2  2 19871227     ]
13884.0000000000 1988.0123203285 -0.1400237024450E-05  0.1592444750013E-09 -0.1400077779975E-05  0.1754716938653E-10 [GSN   2  2 19880106     ]
13894.0000000000 1988.0396988364 -0.1400243728095E-05  0.9166293863233E-10 -0.1400152065156E-05  0.2615527631035E-10 [GSN   2  2 19880116     ]
13904.0000000000 1988.0670773443 -0.1400250852557E-05 -0.1019752744533E-09 -0.1400352827832E-05  0.1151771775929E-10 [GSN   2  2 19880126     ]
13914.0000000000 1988.0944558522 -0.1400258217751E-05  0.3988375460712E-10 -0.1400218333996E-05  0.5094702551474E-11 [GSN   2  2 19880205     ]
13924.0000000000 1988.1218343600 -0.1400265662392E-05 -0.1675385011493E-09 -0.1400433200894E-05  0.1267015242887E-10 [GSN   2  2 19880215     ]
13934.0000000000 1988.1492128679 -0.1400273042486E-05  0.1103564941679E-10 -0.1400262006836E-05  0.1329126041624E-10 [GSN   2  2 19880225     ]
13944.0000000000 1988.1765913758 -0.1400280226999E-05 -0.9248514136610E-10 -0.1400372712141E-05  0.8465850418795E-11 [GSN   2  2 19880306     ]
13954.0000000000 1988.2039698836 -0.1400287091880E-05 -0.1385828897327E-09 -0.1400425674769E-05  0.1068834651155E-10 [GSN   2  2 19880316     ]
13964.0000000000 1988.2313483915 -0.1400293513708E-05  0.1151493433183E-10 -0.1400281998774E-05  0.1220589196825E-10 [GSN   2  2 19880326     ]
13974.0000000000 1988.2587268994 -0.1400299364368E-05  0.6574856454081E-10 -0.1400233615803E-05  0.1206287137776E-10 [GSN   2  2 19880405     ]
13984.0000000000 1988.2861054073 -0.1400304507914E-05  0.1358378329035E-10 -0.1400290924130E-05  0.9584719748610E-11 [GSN   2  2 19880415     ]
