Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
2021;01;21;12:00:00;59235.500;-7.777991678000372e-08;2.273982916677499e-07;9.594035864997591e-10;-4.042154791134730e-11;-2.379173145574210e-11;3.236147251731000e-13
2021;01;22;12:00:00;59236.500;-7.900037124019271e-08;2.280610181981899e-07;9.867583218199574e-10;-4.126119549570510e-11;-2.460836893042180e-11;3.285998953200500e-13
2021;01;23;12:00:00;59237.500;-7.931883129215169e-08;2.284192076039499e-07;1.011015048611859e-09;-4.213806239030830e-11;-2.540137880754840e-11;3.335423898172190e-13
2021;01;24;12:00:00;59238.500;-7.876997022766168e-08;2.287714366323999e-07;1.029961231071859e-09;-4.290986355312990e-11;-2.620132824158610e-11;3.385756977545080e-13
2021;01;25;12:00:00;59239.500;-7.852161396132272e-08;2.315399196988899e-07;1.050503563745059e-09;-4.346074023068320e-11;-2.689107958070480e-11;3.437736673494910e-13
2021;01;26;12:00:00;59240.500;-7.823191558759069e-08;2.313197361699398e-07;1.067117798731059e-09;-4.401648472214870e-11;-2.756381343406320e-11;3.488600633458650e-13
2021;01;27;12:00:00;59241.500;-7.737989571497568e-08;2.311392905812099e-07;1.091082518202359e-09;-4.454806843927030e-11;-2.823230284781470e-11;3.538135325222550e-13
2021;01;28;12:00:00;59242.500;-7.835744668297171e-08;2.318165042607400e-07;1.110172771769358e-09;-4.514544530447900e-11;-2.896764701726560e-11;3.587633854216570e-13
2021;01;29;12:00:00;59243.500;-7.936080602647071e-08;2.311654032543398e-07;1.122278804970258e-09;-4.573872647251950e-11;-2.968955547121370e-11;3.636228546615390e-13
2021;01;30;12:00:00;59244.500;-8.032542571744869e-08;2.303001917060599e-07;1.135168566256660e-09;-4.634269659576930e-11;-3.041699945779230e-11;3.685349194576460e-13
2021;01;31;12:00:00;59245.500;-8.018215420829872e-08;2.306855223893200e-07;1.149668383282657e-09;-4.678103758846670e-11;-3.107001412498840e-11;3.734352437383810e-13
2021;02;01;12:00:00;59246.500;-7.939463721615369e-08;2.315590111647800e-07;1.163353580763060e-09;-4.719467504440470e-11;-3.166592538459360e-11;3.782115183093560e-13
2021;02;02;12:00:00;59247.500;-7.824262799038472e-08;2.334950881569998e-07;1.172819020712558e-09;-4.765807809264740e-11;-3.231398984213710e-11;3.830609650540480e-13
2021;02;03;12:00:00;59248.500;-7.871750071779771e-08;2.345060534646699e-07;1.181256947486960e-09;-4.810987151653430e-11;-3.292646556376170e-11;3.877180521354190e-13
