Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
1980;06;17;00:00:00;44407.00;-7.69968100E+00;-2.26233294E+01;1.10770878E-02;-1.70955539E+01;-1.27755165E+01;1.56081887E-02
1980;06;18;00:00:00;44408.00;-3.09918143E-01;-2.44529048E+01;1.02270665E-02;-2.21465396E+01;-6.28044564E+00;1.83824109E-02
1980;06;19;00:00:00;44409.00;1.65524709E+01;-2.50051247E+01;9.69915085E-03;-1.09768156E+01;-1.57814931E+01;1.77788788E-02
1980;06;20;00:00:00;44410.00;8.85631178E+00;-2.25806858E+00;1.74158861E-02;-9.29535559E+00;-1.76985531E+01;2.39169925E-02
1980;06;21;00:00:00;44411.00;1.39922565E+01;1.14512500E+01;2.64893234E-02;1.35071297E+01;5.91693181E+00;3.07025009E-02
1980;06;22;00:00:00;44412.00;1.09183068E+01;5.49142361E+00;2.39102660E-02;4.45964049E+00;-1.24949018E+00;2.41646706E-02
1980;06;23;00:00:00;44413.00;-3.24175134E+00;-5.85948373E+00;1.44413833E-02;-4.36933488E+00;-5.52611235E+00;2.57975612E-02
1980;06;24;00:00:00;44414.00;-1.27088621E+01;-9.55628485E+00;7.26124005E-03;-2.97223718E+00;-3.44830955E+00;1.72990501E-02
1980;06;25;00:00:00;44415.00;-1.14071480E+01;-1.76300884E+01;1.06871326E-02;-2.19622059E+01;-1.92435164E+01;1.01431151E-02
1980;06;26;00:00:00;44416.00;-1.07430234E+01;-1.79711668E+01;1.21888796E-02;-1.13165564E+01;-1.08967621E+01;2.16561571E-02
1980;06;27;00:00:00;44417.00;-3.95648818E+00;-1.91449272E+01;9.45507525E-03;-1.85596024E+01;-2.14042853E+01;2.24151069E-02
1980;06;28;00:00:00;44418.00;-6.53536351E+00;-2.83478826E+01;-1.15612635E-03;-2.00728725E+01;-1.86052806E+01;8.92846494E-03
1980;06;29;00:00:00;44419.00;1.46806707E+00;-4.03387196E+01;-3.36360815E-03;-1.54601046E+01;-3.30378404E+01;4.43748719E-03
1980;06;30;00:00:00;44420.00;-6.86749999E+00;-3.44817447E+01;-2.67812995E-03;-2.17124068E+01;-2.89107914E+01;3.53753183E-03
